"matchID","summonerID","team","assists","deaths","doubleKills","firstBloodAssist","firstBloodKill","firstInhibitorAssist","firstInhibitorKill","firstTowerAssist","firstTowerKill","goldEarned","goldSpent","inhibitorKills","item0ID","item1ID","item2ID","item3ID","item4ID","item5ID","item6ID","killingSprees","kills","largestCriticalStrike","largestKillingSpree","largestMultiKill","level","magicDamageDealt","magicDamageDealtToChampions","magicDamageTaken","minionsKilled","neutralMinionsKilled","neutralMinionsKilledEnemyJungle","neutralMinionsKilledTeamJungle","pentaKills","physicalDamageDealt","physicalDamageDealtToChampions","physicalDamageTaken","quadraKills","sightWardsBought","teamObjectives","totalDamageDealt","totalDamageDealtToChampions","totalDamageTaken","totalHealing","totalTimeCrowdControlDealt","totalUnitsHealed","towerKills","tripleKills","trueDamageDealt","trueDamageDealtToChampions","trueDamageTaken","unrealKills","visionWardsBought","wardsKilled","wardsPlaced","winner"
"2155435493","38838921","BLUE","14","6","1","false","true","false","true","false","false","14655","13460","1","3724","3255","3151","3165","3115","3057","3340","3","12","0","6","2","17","98634","32248","7936","32","66","8","58","0","32226","2534","21442","0","0","0","153317","35107","30263","5143","836","1","2","0","22456","324","884","0","0","2","15","true"
"2155435493","40839059","BLUE","14","3","0","false","false","true","false","false","false","10730","10045","0","3113","2049","3255","3092","3001","1058","3340","0","1","0","0","1","16","54047","10180","4703","47","0","0","0","0","6633","458","8431","0","0","0","60680","10639","13458","0","110","0","0","0","0","0","324","0","3","4","44","true"
"2155435493","60077837","BLUE","10","8","0","false","false","true","false","false","false","14356","13740","0","3144","3006","3072","1042","3031","3087","3361","3","9","1075","3","1","18","19464","3034","11094","154","36","18","18","0","190534","24328","32446","0","1","0","210351","27363","44893","9707","209","1","3","0","352","0","1352","0","1","0","13","true"
"2155435493","58009702","BLUE","3","8","0","false","false","true","false","false","false","13327","13075","0","3157","3001","3111","3027","3110","1056","3340","1","8","0","4","1","18","135310","6718","13114","182","43","6","37","0","21956","1577","17308","0","0","0","176104","12999","32256","5546","559","1","1","0","18837","4703","1834","0","1","2","9","true"
"2155435493","44087205","BLUE","13","2","0","false","false","false","false","false","false","16083","15925","1","3072","3025","3035","3158","3042","3153","3340","2","10","0","8","1","18","33858","8314","7935","255","2","0","2","0","178207","19469","11968","0","0","0","212065","27783","20943","3332","244","3","1","0","0","0","1038","0","0","1","9","true"
"2155435493","58424540","PURPLE","2","9","1","false","false","false","false","false","false","13772","13740","0","3142","3074","3156","1011","3260","3082","3362","3","11","1129","4","2","18","16314","2317","11778","208","6","3","3","0","160362","34133","17757","0","0","0","177966","37564","29700","1838","114","1","1","0","1289","1113","164","0","1","3","11","false"
"2155435493","59047278","PURPLE","2","13","0","false","false","false","false","false","false","11572","10103","0","3157","2041","3255","3113","3001","1026","3341","1","6","0","2","1","16","148125","20838","16656","174","10","1","9","0","17653","2390","15164","0","0","0","167483","24931","33511","1649","119","1","0","0","1703","1703","1690","0","2","1","5","false"
"2155435493","64335949","PURPLE","4","10","0","false","false","false","false","false","false","9645","9200","0","3707","3142","3155","3270","2003","1036","3340","0","2","737","0","1","14","16019","805","9824","24","56","9","47","0","80750","8188","19365","0","0","0","108229","10023","31421","2345","461","1","1","0","11460","1030","2231","0","1","2","10","false"
"2155435493","36097573","PURPLE","3","5","1","false","false","false","false","false","false","16055","16138","0","3035","3078","3255","3072","3031","0","3340","1","7","917","5","2","18","112231","14457","13425","290","32","5","27","0","143371","12768","19262","0","0","0","266515","28812","33629","2009","75","1","1","0","10913","1586","941","0","0","2","5","false"
"2155435493","52214096","PURPLE","5","3","0","false","false","false","false","false","false","8045","8950","0","3117","3190","3800","2049","0","0","3341","0","1","0","0","1","16","51887","5486","8834","60","0","0","0","0","9805","958","13374","0","1","0","61693","6444","22209","421","497","1","0","0","0","0","0","0","3","9","37","false"
