"matchID","summonerID","team","assists","deaths","doubleKills","firstBloodAssist","firstBloodKill","firstInhibitorAssist","firstInhibitorKill","firstTowerAssist","firstTowerKill","goldEarned","goldSpent","inhibitorKills","item0ID","item1ID","item2ID","item3ID","item4ID","item5ID","item6ID","killingSprees","kills","largestCriticalStrike","largestKillingSpree","largestMultiKill","level","magicDamageDealt","magicDamageDealtToChampions","magicDamageTaken","minionsKilled","neutralMinionsKilled","neutralMinionsKilledEnemyJungle","neutralMinionsKilledTeamJungle","pentaKills","physicalDamageDealt","physicalDamageDealtToChampions","physicalDamageTaken","quadraKills","sightWardsBought","teamObjectives","totalDamageDealt","totalDamageDealtToChampions","totalDamageTaken","totalHealing","totalTimeCrowdControlDealt","totalUnitsHealed","towerKills","tripleKills","trueDamageDealt","trueDamageDealtToChampions","trueDamageTaken","unrealKills","visionWardsBought","wardsKilled","wardsPlaced","winner"
"1902423056","29845964","BLUE","16","11","0","false","false","false","false","false","false","13570","12340","0","1056","3135","3128","3255","3089","1058","3340","0","3","0","0","1","18","70392","13946","12908","137","7","0","7","0","26028","818","14448","0","0","0","132161","19984","28733","4213","41","1","0","0","35740","5220","1376","0","0","0","3","false"
"1902423056","60077837","BLUE","19","10","1","false","false","false","false","false","false","20444","17348","1","3710","3265","3068","3115","3124","3078","3362","5","15","780","4","2","18","142928","16119","11512","90","117","18","99","0","143610","18091","38391","0","2","0","299758","35725","51774","23602","1340","1","2","0","13220","1515","1870","0","0","1","16","false"
"1902423056","49208594","BLUE","13","11","1","false","false","false","false","false","false","15364","14565","0","3174","3165","3089","3117","3151","1058","3340","2","9","0","3","3","18","132830","35590","7222","169","3","1","2","0","37013","2169","19903","0","0","0","169843","37760","27718","2907","836","2","2","1","0","0","593","0","0","0","6","false"
"1902423056","49478738","BLUE","13","10","2","false","false","false","false","false","false","19910","16990","1","3031","3072","3250","3046","3035","3087","3340","4","17","2143","6","2","18","13078","3239","8853","228","8","4","4","0","247694","39535","13882","0","0","0","260772","42774","24909","2198","44","5","1","0","0","0","2173","0","0","0","7","false"
"1902423056","50801098","BLUE","30","14","1","false","true","false","false","false","false","14947","14430","0","3069","3143","3270","3110","3102","3025","3340","1","5","0","2","2","18","33500","13481","17182","19","1","1","0","0","15917","7761","21680","0","0","0","49732","21558","39846","2160","1761","1","1","0","315","315","983","0","0","1","5","false"
"1902423056","64321935","PURPLE","15","9","0","false","false","false","true","false","true","18103","15430","2","3250","3031","3087","3072","3035","3086","3340","3","10","969","3","1","18","27495","3909","13607","261","5","0","5","0","213518","18788","16235","0","0","0","241521","22974","30534","4755","297","4","5","0","507","277","691","0","0","1","8","true"
"1902423056","349404","PURPLE","14","13","4","false","false","true","false","false","false","19892","18670","0","3077","3006","3087","3031","3072","3026","3340","4","18","1121","4","4","18","22537","3177","16464","119","90","13","77","0","235906","29412","25705","1","0","0","280690","37208","43512","7344","446","1","0","3","22246","4618","1342","0","0","3","9","true"
"1902423056","46856150","PURPLE","11","11","0","false","false","false","false","false","false","15889","14710","0","3065","3074","3275","3071","3035","1057","3340","2","8","0","3","1","18","408","408","19144","224","9","8","1","0","182068","19901","27187","0","0","0","182665","20309","48210","1106","134","1","0","0","188","0","1877","0","0","0","7","true"
"1902423056","44925663","PURPLE","31","9","1","false","false","true","false","true","false","16664","14185","0","3260","3401","3190","3068","2049","3143","3341","3","9","0","3","2","18","36464","13589","19126","53","0","0","0","0","12667","3991","21057","0","1","0","57808","17580","42153","3527","228","5","0","0","8675","0","1968","0","1","0","30","true"
"1902423056","51421575","PURPLE","19","7","1","false","false","true","false","false","false","17470","16775","0","3157","3151","3255","3089","3116","3135","3340","3","11","0","3","2","18","153901","34762","14033","200","3","0","3","0","30007","1539","14180","0","0","0","187528","38401","29384","4605","615","1","1","0","3620","2100","1170","0","0","0","2","true"
