"matchID","summonerID","team","assists","deaths","doubleKills","firstBloodAssist","firstBloodKill","firstInhibitorAssist","firstInhibitorKill","firstTowerAssist","firstTowerKill","goldEarned","goldSpent","inhibitorKills","item0ID","item1ID","item2ID","item3ID","item4ID","item5ID","item6ID","killingSprees","kills","largestCriticalStrike","largestKillingSpree","largestMultiKill","level","magicDamageDealt","magicDamageDealtToChampions","magicDamageTaken","minionsKilled","neutralMinionsKilled","neutralMinionsKilledEnemyJungle","neutralMinionsKilledTeamJungle","pentaKills","physicalDamageDealt","physicalDamageDealtToChampions","physicalDamageTaken","quadraKills","sightWardsBought","teamObjectives","totalDamageDealt","totalDamageDealtToChampions","totalDamageTaken","totalHealing","totalTimeCrowdControlDealt","totalUnitsHealed","towerKills","tripleKills","trueDamageDealt","trueDamageDealtToChampions","trueDamageTaken","unrealKills","visionWardsBought","wardsKilled","wardsPlaced","winner"
"1746587165","29554479","BLUE","8","5","0","false","false","false","false","false","false","11952","11090","0","3143","3153","3047","3156","0","0","3340","2","7","0","3","1","16","5475","832","6775","166","17","2","15","0","111607","18101","13143","0","1","0","119037","20344","23304","709","352","1","0","0","1954","1410","3385","0","0","0","11","false"
"1746587165","33541158","BLUE","8","7","0","false","false","false","false","false","false","12891","12662","0","3275","3035","3074","3134","2044","3026","3340","1","5","0","2","1","17","0","0","3704","195","36","4","32","0","181658","14835","19624","0","7","0","183092","16269","24686","2065","115","1","2","0","1434","1434","1358","0","1","0","17","false"
"1746587165","29929374","BLUE","7","5","1","false","true","false","false","false","true","13593","11625","0","2043","3250","3087","3031","3035","1053","3340","1","8","640","4","3","16","13789","3860","4751","189","19","0","19","0","168108","26730","13122","0","0","0","182793","31131","19268","2066","296","3","2","1","896","540","1394","0","1","1","8","false"
"1746587165","33599588","BLUE","13","6","0","false","false","false","false","false","false","10712","9855","0","2049","3190","3284","3025","3096","1031","3340","0","3","0","0","1","15","26177","7590","6734","33","4","1","3","0","10901","2308","24159","0","3","0","38376","11197","33521","10888","250","69","0","0","1298","1298","2627","0","0","0","22","false"
"1746587165","46443513","BLUE","6","6","0","false","false","false","false","false","false","7739","7240","0","3151","3116","3117","0","0","0","3340","0","0","0","0","0","14","46274","7286","4098","28","47","7","40","0","16578","1148","20195","0","0","0","72312","8435","24920","159","320","1","0","0","9460","0","626","0","1","0","4","false"
"1746587165","43317216","PURPLE","10","3","2","false","false","true","false","false","false","14384","13504","0","3128","3191","3089","1058","3135","3020","3340","2","10","0","5","2","17","86671","17237","1498","235","5","0","5","0","21541","1266","12284","0","0","0","152080","26433","15070","3675","18","1","4","0","43866","7929","1288","0","0","0","6","true"
"1746587165","37138502","PURPLE","20","3","0","false","false","true","false","false","false","12921","10490","0","3207","3065","3047","3110","1011","3082","3341","0","3","0","0","1","17","24685","4816","5408","59","94","18","76","0","108991","7285","26753","0","0","0","172615","13084","33155","265","2419","1","0","0","38939","982","994","0","0","0","6","true"
"1746587165","19405367","PURPLE","12","7","2","false","false","true","false","false","false","16661","16538","0","3078","3031","3508","3250","3022","0","3340","3","11","1302","5","2","18","0","0","5030","264","2","1","1","0","205111","35090","20326","0","1","0","205111","35090","26293","324","268","1","3","0","0","0","936","0","0","0","10","true"
"1746587165","33488776","PURPLE","12","6","0","false","false","false","true","false","false","11111","8400","1","3087","3031","0","1053","1001","0","3340","1","5","594","4","1","16","4871","1182","3808","107","26","0","26","0","120296","22241","16384","0","2","0","125168","23423","20933","2378","0","4","1","0","0","0","740","0","0","1","12","true"
"1746587165","60077837","PURPLE","12","4","0","false","false","true","false","false","false","7969","5820","0","3401","0","1031","2049","3047","0","3341","0","0","0","0","0","14","9111","2827","4038","42","0","0","0","0","8256","1698","14839","0","7","0","21131","4525","19841","8159","42","5","0","0","3762","0","964","0","4","2","26","true"
