"matchID","summonerID","team","assists","deaths","doubleKills","firstBloodAssist","firstBloodKill","firstInhibitorAssist","firstInhibitorKill","firstTowerAssist","firstTowerKill","goldEarned","goldSpent","inhibitorKills","item0ID","item1ID","item2ID","item3ID","item4ID","item5ID","item6ID","killingSprees","kills","largestCriticalStrike","largestKillingSpree","largestMultiKill","level","magicDamageDealt","magicDamageDealtToChampions","magicDamageTaken","minionsKilled","neutralMinionsKilled","neutralMinionsKilledEnemyJungle","neutralMinionsKilledTeamJungle","pentaKills","physicalDamageDealt","physicalDamageDealtToChampions","physicalDamageTaken","quadraKills","sightWardsBought","teamObjectives","totalDamageDealt","totalDamageDealtToChampions","totalDamageTaken","totalHealing","totalTimeCrowdControlDealt","totalUnitsHealed","towerKills","tripleKills","trueDamageDealt","trueDamageDealtToChampions","trueDamageTaken","unrealKills","visionWardsBought","wardsKilled","wardsPlaced","winner"
"2622156191","24546336","BLUE","13","1","0","false","false","true","false","false","false","8790","8025","0","3097","2049","3028","1306","3025","3108","3364","1","4","0","3","1","12","14481","6556","5720","43","0","0","0","0","9759","2976","7823","0","0","0","27726","9532","13685","3179","107","5","1","0","3485","0","141","0","1","5","15","true"
"2622156191","72339449","BLUE","5","4","0","false","true","true","false","false","false","9453","7950","0","1055","3031","3006","3085","0","0","3340","2","7","341","3","1","12","1805","1062","3953","84","16","7","9","0","68918","10159","6367","0","0","0","70723","11222","10758","1878","1102","3","2","0","0","0","438","0","0","1","7","true"
"2622156191","35427948","BLUE","4","1","0","false","false","true","false","false","false","11493","11400","0","3931","3156","3009","3078","1042","1042","3340","1","8","343","8","1","14","10045","1717","1980","33","87","29","58","0","108797","7501","13968","0","0","0","131434","10125","15948","8081","738","9","0","0","12591","906","0","0","0","1","10","true"
"2622156191","60077837","BLUE","9","3","0","false","false","true","false","false","false","9194","8950","0","3060","3009","1031","3068","2043","1011","3364","1","2","0","2","1","13","59079","7577","7632","142","5","5","0","0","26636","2999","9122","0","0","0","88040","10576","17363","837","452","1","1","0","2325","0","608","0","2","0","8","true"
"2622156191","39993467","BLUE","3","4","1","false","false","false","true","false","true","10009","9200","1","1056","3157","1056","3027","1001","1058","3340","4","10","0","3","2","13","73997","14862","6862","114","2","2","0","0","14637","921","6607","0","0","0","88635","15784","13839","917","94","1","1","0","0","0","369","0","0","1","7","true"
"2622156191","49776803","PURPLE","4","7","0","false","false","false","false","false","false","6880","6360","0","3092","3117","2049","3105","1052","0","3340","0","3","0","0","1","12","38221","8013","5045","49","0","0","0","0","4099","1043","6401","0","0","0","44031","9886","11446","324","189","4","0","0","1710","830","0","0","1","0","11","false"
"2622156191","61529101","PURPLE","5","8","0","false","false","false","false","false","false","6837","10805","0","2049","2049","2049","0","0","0","3364","0","2","0","0","1","11","5521","2170","6252","100","0","0","0","0","36177","6439","7520","0","0","0","41699","8610","13773","2236","0","4","0","0","0","0","0","0","1","0","5","false"
"2622156191","35909150","PURPLE","1","3","0","false","false","false","false","false","false","7336","5875","0","1056","3165","3001","0","0","1001","3363","2","5","0","3","1","12","39318","9932","5611","102","3","0","3","0","14771","1452","4152","0","0","0","55394","11526","10034","14","39","1","0","0","1304","141","270","0","1","0","12","false"
"2622156191","24389982","PURPLE","4","9","0","false","false","false","false","false","false","6269","6125","0","1400","1028","3024","3111","1036","1029","3340","0","1","0","0","1","10","1695","51","7644","13","37","1","36","0","43890","4356","10813","0","0","0","52554","4994","18802","2156","184","1","0","0","6967","585","344","0","0","0","7","false"
"2622156191","42021418","PURPLE","2","4","0","false","false","false","false","false","false","7261","6150","0","3047","2031","3144","3067","3211","1031","3340","0","1","0","0","1","13","53143","5981","7221","125","5","0","5","0","29439","3374","10945","0","0","0","82583","9355","18459","225","18","1","0","0","0","0","292","0","0","1","10","false"
