"matchID","summonerID","team","assists","deaths","doubleKills","firstBloodAssist","firstBloodKill","firstInhibitorAssist","firstInhibitorKill","firstTowerAssist","firstTowerKill","goldEarned","goldSpent","inhibitorKills","item0ID","item1ID","item2ID","item3ID","item4ID","item5ID","item6ID","killingSprees","kills","largestCriticalStrike","largestKillingSpree","largestMultiKill","level","magicDamageDealt","magicDamageDealtToChampions","magicDamageTaken","minionsKilled","neutralMinionsKilled","neutralMinionsKilledEnemyJungle","neutralMinionsKilledTeamJungle","pentaKills","physicalDamageDealt","physicalDamageDealtToChampions","physicalDamageTaken","quadraKills","sightWardsBought","teamObjectives","totalDamageDealt","totalDamageDealtToChampions","totalDamageTaken","totalHealing","totalTimeCrowdControlDealt","totalUnitsHealed","towerKills","tripleKills","trueDamageDealt","trueDamageDealtToChampions","trueDamageTaken","unrealKills","visionWardsBought","wardsKilled","wardsPlaced","winner"
"2660439628","28380513","BLUE","22","6","0","false","false","false","false","false","false","14430","14500","0","3401","2045","3050","3009","3025","3060","3364","2","5","181","2","1","15","42701","11074","9887","61","1","1","0","0","16454","6623","23491","0","0","0","65169","17740","36995","5353","331","4","0","0","6013","42","3616","0","0","2","33","true"
"2660439628","66362433","BLUE","10","12","1","false","true","false","false","false","false","16159","14850","0","3153","3087","3006","3036","3031","1053","3340","3","10","795","3","2","16","35701","3925","7853","188","11","11","0","0","105034","19471","19903","0","0","0","156937","28535","29932","4906","97","4","1","0","16201","5138","2176","0","0","3","17","true"
"2660439628","82168466","BLUE","12","10","1","false","false","false","true","false","false","15692","13975","2","3153","3009","3742","1419","3124","1028","3363","3","9","517","3","2","17","9815","2048","8257","50","64","22","42","0","142671","14902","32404","0","0","0","165498","17394","42165","14553","541","1","0","0","13012","444","1503","0","0","0","15","true"
"2660439628","60077837","BLUE","13","6","0","false","false","false","false","false","false","16486","14775","0","3009","3165","3100","3001","3191","3027","3364","2","8","0","3","1","18","128917","18311","9358","160","25","13","12","0","31193","1963","17811","0","0","0","160410","20325","28345","5458","152","1","3","0","300","50","1175","0","3","4","9","true"
"2660439628","58887431","BLUE","10","3","1","false","false","true","false","false","false","17442","16525","0","3078","3031","3006","3046","3072","1011","3340","3","14","987","6","2","18","1461","1461","7424","225","8","5","3","0","197641","28907","16278","0","0","0","200979","31251","25944","4901","191","4","2","0","1876","882","2241","0","1","0","9","true"
"2660439628","61433968","PURPLE","20","9","0","false","false","false","false","false","false","11600","10575","0","3401","3110","2049","3009","3082","3190","3364","0","2","0","0","1","15","18592","8075","10169","47","0","0","0","0","6738","2101","17684","0","0","0","25330","10176","30048","3482","488","4","0","0","0","0","2194","0","1","5","21","false"
"2660439628","81365627","PURPLE","10","9","3","false","false","false","false","false","false","16401","15100","0","3006","3153","3085","1055","3031","3078","3340","4","17","643","5","2","17","40","40","4215","152","19","5","14","0","141691","24998","20512","0","0","0","160600","30193","25860","3424","566","2","0","0","18867","5154","1133","0","0","4","14","false"
"2660439628","77899048","PURPLE","8","10","1","false","false","false","false","false","false","13683","13225","0","3748","3071","3111","3742","3052","1037","3340","1","5","479","3","2","16","2225","1276","5346","172","4","4","0","0","96149","13118","25864","0","0","0","102192","16922","32976","5547","176","2","0","0","3817","2527","1766","0","0","1","9","false"
"2660439628","70410449","PURPLE","13","10","1","false","false","false","false","false","false","14232","13875","0","3153","3085","1412","3078","1028","3009","3340","3","8","559","3","2","17","1946","0","6998","84","73","14","59","0","162503","27911","27551","0","0","0","176258","29157","35584","16137","488","18","1","0","11808","1246","1034","0","0","5","17","false"
"2660439628","61405051","PURPLE","11","8","0","false","false","false","false","false","false","14223","12085","0","1026","3020","3157","3285","3165","1052","3340","1","5","0","2","1","17","178758","32205","10092","231","4","0","4","0","20989","2238","8263","0","0","0","203273","36228","18784","1379","421","1","1","0","3524","1784","428","0","0","0","17","false"
