"matchID","summonerID","team","assists","deaths","doubleKills","firstBloodAssist","firstBloodKill","firstInhibitorAssist","firstInhibitorKill","firstTowerAssist","firstTowerKill","goldEarned","goldSpent","inhibitorKills","item0ID","item1ID","item2ID","item3ID","item4ID","item5ID","item6ID","killingSprees","kills","largestCriticalStrike","largestKillingSpree","largestMultiKill","level","magicDamageDealt","magicDamageDealtToChampions","magicDamageTaken","minionsKilled","neutralMinionsKilled","neutralMinionsKilledEnemyJungle","neutralMinionsKilledTeamJungle","pentaKills","physicalDamageDealt","physicalDamageDealtToChampions","physicalDamageTaken","quadraKills","sightWardsBought","teamObjectives","totalDamageDealt","totalDamageDealtToChampions","totalDamageTaken","totalHealing","totalTimeCrowdControlDealt","totalUnitsHealed","towerKills","tripleKills","trueDamageDealt","trueDamageDealtToChampions","trueDamageTaken","unrealKills","visionWardsBought","wardsKilled","wardsPlaced","winner"
"1983749483","51830660","BLUE","7","9","0","false","false","false","false","false","false","6871","6505","0","3707","3077","3270","1053","0","0","3340","0","3","0","0","1","12","7849","586","5358","28","13","0","13","0","20844","4600","12393","0","0","0","32181","5510","20351","1745","196","1","0","0","3487","324","2599","0","0","0","4","false"
"1983749483","19682295","BLUE","1","3","0","false","false","false","false","false","false","5951","4400","0","3144","2003","3158","3057","1042","0","3340","0","1","0","0","1","11","7648","2555","2154","84","2","0","2","0","20989","1278","5128","0","0","0","28637","3833","8529","207","28","1","0","0","0","0","1245","0","0","0","5","false"
"1983749483","44637092","BLUE","2","8","3","false","false","false","false","false","false","11939","10925","0","3031","1055","3006","3086","3072","3093","3342","5","14","773","3","2","14","1478","534","6993","153","4","0","4","0","101003","24552","12883","0","1","0","102877","25395","22089","933","58","3","0","0","396","308","2212","0","0","0","4","false"
"1983749483","24555115","BLUE","12","7","0","false","false","false","false","false","false","7949","7025","0","3303","3191","3027","3117","2049","1033","3340","0","1","0","0","1","14","25412","7232","10617","38","0","0","0","0","10108","2636","12193","0","1","0","35793","10013","25149","7504","184","3","0","0","273","145","2338","0","1","0","7","false"
"1983749483","52967325","BLUE","4","9","0","false","false","false","false","false","false","7457","6765","0","3020","0","3165","1026","1026","1057","3340","0","3","0","0","1","13","63902","10959","4497","120","0","0","0","0","12623","512","8183","0","2","0","76525","11472","15307","216","78","1","0","0","0","0","2626","0","0","0","10","false"
"1983749483","62057367","PURPLE","10","5","2","false","false","true","false","false","false","13572","11450","2","3031","3072","3006","3087","0","0","3340","3","13","798","5","2","14","12648","2610","1867","118","3","3","0","0","94509","17313","9292","0","0","0","107926","20609","11247","2231","206","3","2","0","768","686","88","0","0","1","3","true"
"1983749483","60077837","PURPLE","9","4","0","false","false","true","false","false","false","12261","10423","0","3710","3117","3078","3091","1011","0","3340","2","5","461","2","1","15","44177","4182","5484","70","65","20","45","0","90201","9299","21442","0","0","0","144312","14090","27002","12403","926","1","2","0","9934","609","75","0","0","0","8","true"
"1983749483","22300973","PURPLE","7","3","0","false","true","false","false","false","false","11427","10545","0","1056","3174","3020","3089","3191","1058","3340","1","8","0","6","1","14","56511","15701","5822","125","4","1","3","0","14842","1369","9489","0","0","0","98738","21682","15369","2171","34","1","1","0","27383","4611","58","0","0","0","4","true"
"1983749483","22368861","PURPLE","6","5","1","false","false","false","true","false","true","12888","10965","1","1055","3074","3265","3078","3134","1028","3340","2","8","834","4","2","16","5123","1167","3766","197","7","6","1","0","144420","10546","18251","0","1","0","154659","16829","22350","1392","94","1","3","0","5116","5116","332","0","0","0","10","true"
"1983749483","46756058","PURPLE","13","7","0","false","false","true","false","false","false","7994","6805","0","3401","2049","3082","3270","3211","0","3340","0","2","0","0","1","12","11503","5961","4926","22","0","0","0","0","10077","2191","16900","0","0","0","24945","8152","22051","1115","774","3","1","0","3363","0","224","0","0","0","32","true"
